ID,Class,Order,Family,Genus,Species,Genus_and_species_,Genus_and_species,rmouillot,rnickwio,rmorais,rbrandl,rhalpern,ryeager,rnewman,rrls,randraldi,rwyatt,rhonorio,rclark,rharvey,rilarri,rmendes,rparrish,rpastro,rrodriguez,ralvarez,rbertoncini,rjohnson,rkattan,rleal,rpaula,rpereira,rramos,rrosa,rwilliams,runsworth,rsiquiera
3239,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,stephanica,Scorpaena_stephanica,Scorpaena stephanica,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3240,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Serranus,accraensis,Serranus_accraensis,Serranus accraensis,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3241,Actinopterygii (ray-finned fishes),Perciformes,Sphyraenidae,Sphyraena,afra,Sphyraena_afra,Sphyraena afra,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3242,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Rhinopias,cea,Rhinopias_cea,Rhinopias cea,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3243,Actinopterygii (ray-finned fishes),Beryciformes,Holocentridae,Sargocentron,wilhelmi,Sargocentron_wilhelmi,Sargocentron wilhelmi,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3244,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,robbyi,Apogon_robbyi,Apogon robbyi,PK,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
3245,Actinopterygii (ray-finned fishes),Perciformes,Dactyloscopidae,Dactyloscopus,boehlkei,Dactyloscopus_boehlkei,Dactyloscopus boehlkei,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3246,Actinopterygii (ray-finned fishes),Perciformes,Grammatidae,Gramma,brasiliensis,Gramma_brasiliensis,Gramma brasiliensis,I,NA,NA,NA,I,NA,NA,I,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK
3247,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,hoefleri,Chaetodon_hoefleri,Chaetodon hoefleri,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
3248,Actinopterygii (ray-finned fishes),Perciformes,Dactyloscopidae,Dactyloscopus,foraminosus,Dactyloscopus_foraminosus,Dactyloscopus foraminosus,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3249,Actinopterygii (ray-finned fishes),Perciformes,Dactyloscopidae,Dactyloscopus,comptus,Dactyloscopus_comptus,Dactyloscopus comptus,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3250,Actinopterygii (ray-finned fishes),Perciformes,Arripidae,Arripis,trutta,Arripis_trutta,Arripis trutta,I,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3251,Actinopterygii (ray-finned fishes),Perciformes,Dactyloscopidae,Gillellus,jacksoni,Gillellus_jacksoni,Gillellus jacksoni,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3252,Actinopterygii (ray-finned fishes),Perciformes,Dactyloscopidae,Platygillellus,smithi,Platygillellus_smithi,Platygillellus smithi,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3253,Actinopterygii (ray-finned fishes),Perciformes,Dactyloscopidae,Storrsia,olsoni,Storrsia_olsoni,Storrsia olsoni,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3254,Actinopterygii (ray-finned fishes),Perciformes,Callionymidae,Paradiplogrammus,corallinus,Paradiplogrammus_corallinus,Paradiplogrammus corallinus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3255,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Elacatinus,figaro,Elacatinus_figaro,Elacatinus figaro,I,NA,NA,NA,I,NA,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,I
3256,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,annulatus,Gymnothorax_annulatus,Gymnothorax annulatus,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3257,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Pagrus,auriga,Pagrus_auriga,Pagrus auriga,I,NA,NA,NA,I,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
3258,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,minor,Gymnothorax_minor,Gymnothorax minor,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3259,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Pagrus,africanus,Pagrus_africanus,Pagrus africanus,I,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
3260,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,randalli,Gymnothorax_randalli,Gymnothorax randalli,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3261,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Callechelys,galapagensis,Callechelys_galapagensis,Callechelys galapagensis,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3262,Actinopterygii (ray-finned fishes),Anguilliformes,Congridae,Paraconger,notialis,Paraconger_notialis,Paraconger notialis,I,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3263,Actinopterygii (ray-finned fishes),Tetraodontiformes,Diodontidae,Chilomycterus,spinosus mauretanicus,Chilomycterus_spinosus mauretanicus,Chilomycterus spinosus mauretanicus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3264,Actinopterygii (ray-finned fishes),Perciformes,Plesiopidae,Plesiops,auritus,Plesiops_auritus,Plesiops auritus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
3265,Actinopterygii (ray-finned fishes),Lophiiformes,Antennariidae,Antennarius,pardalis,Antennarius_pardalis,Antennarius pardalis,P,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3266,Actinopterygii (ray-finned fishes),Perciformes,Plesiopidae,Plesiops,facicavus,Plesiops_facicavus,Plesiops facicavus,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I
