ID,Class,Order,Family,Genus,Species,Genus_and_species,Gaspar,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,rgaspar,rnickwio,rmorais,rbrandl,rhalpern,ryeager,rnewman,rrls
2540,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lythrypnus,dalli,Lythrypnus dalli,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
2541,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lythrypnus,nesiotes,Lythrypnus nesiotes,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2542,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lythrypnus,phorellus,Lythrypnus phorellus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2543,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lythrypnus,spilus,Lythrypnus spilus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2544,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lythrypnus,zebra,Lythrypnus zebra,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
2545,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Microgobius,carri,Microgobius carri,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2546,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Microgobius,microlepis,Microgobius microlepis,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,#REF!,I,NA,NA,NA,I,NA,NA,H
2547,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Microgobius,thalassinus,Microgobius thalassinus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2548,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Nes,longus,Nes longus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2549,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Priolepis,hipoliti,Priolepis hipoliti,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2550,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Risor,ruber,Risor ruber,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2551,Actinopterygii (ray-finned fishes),Perciformes,Menidae,Mene,maculata,Mene maculata,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2552,Actinopterygii (ray-finned fishes),Perciformes,Microdesmidae,Cerdale,floridana,Cerdale floridana,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2553,Actinopterygii (ray-finned fishes),Perciformes,Microdesmidae,Microdesmus,longipinnis,Microdesmus longipinnis,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2554,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,randalli,Acanthurus randalli,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2555,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Neomerinthe,hemingwayi,Neomerinthe hemingwayi,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2556,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Pontinus,longispinis,Pontinus longispinis,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2557,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Pontinus,rathbuni,Pontinus rathbuni,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2558,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,agassizii,Scorpaena agassizii,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2559,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,albifimbria,Scorpaena albifimbria,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2560,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,bergii,Scorpaena bergii,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2561,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,brachyptera,Scorpaena brachyptera,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2562,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,brasiliensis,Scorpaena brasiliensis,IM,NA,NA,NA,NA,MINV,NA,NA,Ca,NA,#REF!,I,NA,NA,NA,I,NA,NA,I
2563,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,dispar,Scorpaena dispar,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2564,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,elachys,Scorpaena elachys,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2565,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,grandicornis,Scorpaena grandicornis,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2566,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,guttata,Scorpaena guttata,FC,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,P,NA,NA,NA,NA,I
2567,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,inermis,Scorpaena inermis,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2568,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,isthmensis,Scorpaena isthmensis,IM,NA,NA,NA,NA,MINV,NA,NA,Ca,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2569,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaenodes,caribbaeus,Scorpaenodes caribbaeus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,#REF!,I,NA,NA,NA,I,NA,NA,I
2570,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaenodes,tredecimspinosus,Scorpaenodes tredecimspinosus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2571,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaenodes,xyris,Scorpaenodes xyris,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,I
2572,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Plectorhinchus,mediterraneus,Plectorhinchus mediterraneus,IM,NA,Mobile invertebrate feeder,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,I,NA,I,NA,NA,NA
2573,Actinopterygii (ray-finned fishes),Scorpaeniformes,Sebastidae,Sebastes,paucispinis,Sebastes paucispinis,FC,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,P,NA,NA,NA,NA,P
2574,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Pomadasys,argenteus,Pomadasys argenteus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2575,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Conodon,nobilis,Conodon nobilis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2576,Actinopterygii (ray-finned fishes),Scorpaeniformes,Triglidae,Prionotus,ophryas,Prionotus ophryas,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2577,Actinopterygii (ray-finned fishes),Perciformes,Creediidae,Crystallodytes,cookei,Crystallodytes cookei,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2578,Actinopterygii (ray-finned fishes),Perciformes,Carangidae,Elagatis,bipinnulata,Elagatis bipinnulata,FC,NA,Fish-cephalopod feeder,NA,NA,PISC,Diurnal piscivore,NA,NA,NA,#REF!,P,NA,P,NA,P,P,NA,P
2579,Actinopterygii (ray-finned fishes),Perciformes,Sciaenidae,Argyrosomus,regius,Argyrosomus regius,FC,NA,Fish-cephalopod feeder,NA,NA,MCAR,NA,NA,NA,NA,NA,P,NA,P,NA,P,NA,NA,NA
2580,Actinopterygii (ray-finned fishes),Perciformes,Sciaenidae,Argyrosomus,hololepidotus,Argyrosomus hololepidotus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
2581,Actinopterygii (ray-finned fishes),Pleuronectiformes,Bothidae,Bothus,ocellatus,Bothus ocellatus,IM,NA,NA,NA,NA,SAND,NA,NA,In,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2582,Actinopterygii (ray-finned fishes),Pleuronectiformes,Bothidae,Bothus,robinsi,Bothus robinsi,IM,NA,NA,NA,NA,SAND,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2583,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,aeneus,Epinephelus aeneus,IM,NA,Mobile invertebrate feeder,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,I,NA,P,NA,NA,NA
2584,Actinopterygii (ray-finned fishes),Pleuronectiformes,Cynoglossidae,Symphurus,arawak,Symphurus arawak,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2585,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Aluterus,heudelotii,Aluterus heudelotii,OM,NA,NA,NA,NA,OMNI,NA,NA,NA,NA,NA,O,NA,NA,NA,O,NA,NA,NA
2586,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Aluterus,monoceros,Aluterus monoceros,PK,NA,Planktivore,NA,NA,OMNI,NA,NA,NA,NA,NA,PK,NA,PK,NA,O,NA,NA,NA
2587,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Aluterus,scriptus,Aluterus scriptus,PK,NA,NA,NA,NA,OMNI,Benthic omnivore,Small Omnivore,NA,NA,#REF!,PK,NA,NA,NA,O,O,O,O
2588,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Balistes,polylepis,Balistes polylepis,IM,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,I,NA,NA,NA,NA,I
2589,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Cantherhines,macrocerus,Cantherhines macrocerus,IS,NA,NA,NA,NA,OMNI,NA,Micro-invertivore,NA,NA,#REF!,I,NA,NA,NA,O,NA,I,I
2590,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Canthidermis,maculata,Canthidermis maculata,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,I
2591,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Canthidermis,sufflamen,Canthidermis sufflamen,PK,NA,NA,NA,NA,OMNI,NA,Macro-Invertivore,NA,NA,#REF!,PK,NA,NA,NA,O,NA,I,I
2592,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Monacanthus,ciliatus,Monacanthus ciliatus,IM,NA,NA,NA,NA,OMNI,NA,NA,NA,NA,NA,I,NA,NA,NA,O,NA,NA,NA
2593,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Stephanolepis,hispidus,Stephanolepis hispidus,OM,NA,Omnivore,NA,NA,OMNI,NA,NA,Om,NA,#REF!,O,NA,O,NA,O,NA,NA,O
2594,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Monacanthus,tuckeri,Monacanthus tuckeri,IM,NA,NA,NA,NA,OMNI,NA,NA,NA,NA,#REF!,I,NA,NA,NA,O,NA,NA,O
2595,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Xanthichthys,mento,Xanthichthys mento,PK,NA,NA,NA,NA,NA,Diurnal planktivore,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,PK,NA,PK
2596,Actinopterygii (ray-finned fishes),Tetraodontiformes,Balistidae,Xanthichthys,ringens,Xanthichthys ringens,PK,NA,NA,NA,NA,DPLA,NA,Planktivores,NA,NA,NA,PK,NA,NA,NA,PK,NA,PK,NA
2597,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Lactophrys,bicaudalis,Lactophrys bicaudalis,IM,NA,NA,NA,NA,NA,NA,NA,NA,BI + V,#REF!,I,NA,NA,NA,NA,NA,NA,I
2598,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Acanthostracion,polygonius,Acanthostracion polygonius,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
2599,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Canthigaster,rostrata,Canthigaster rostrata,OM,NA,NA,NA,NA,SINV,NA,Small Omnivore,NA,NA,#REF!,O,NA,NA,NA,I,NA,O,O
2600,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Sphoeroides,annulatus,Sphoeroides annulatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,H
2601,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Sphoeroides,dorsalis,Sphoeroides dorsalis,IS,NA,NA,NA,NA,SINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2602,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Sphoeroides,lobatus,Sphoeroides lobatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,H
2603,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Sphoeroides,pachygaster,Sphoeroides pachygaster,IM,NA,NA,NA,NA,SINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
2604,Actinopterygii (ray-finned fishes),Tetraodontiformes,Diodontidae,Chilomycterus,antennatus,Chilomycterus antennatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
2605,Actinopterygii (ray-finned fishes),Tetraodontiformes,Diodontidae,Chilomycterus,antillarum,Chilomycterus antillarum,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2606,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,achilles,Acanthurus achilles,HD,NA,NA,NA,NA,NA,Grazer,NA,NA,NA,#REF!,H,NA,NA,NA,NA,H,NA,H
2607,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,bariene,Acanthurus bariene,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
2608,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Stonogobiops,dracula,Stonogobiops dracula,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2609,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Stonogobiops,medon,Stonogobiops medon,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2610,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Stonogobiops,xanthorhinica,Stonogobiops xanthorhinica,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2611,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Stonogobiops,nematodes,Stonogobiops nematodes,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2612,Actinopterygii (ray-finned fishes),Perciformes,Sciaenidae,Pseudotolithus,senegalensis,Pseudotolithus senegalensis,IM,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,P,NA,NA,NA,NA,NA
2613,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Istigobius,ornatus,Istigobius ornatus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,H
2614,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Istigobius,rigilius,Istigobius rigilius,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
2615,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Istigobius,nigroocellatus,Istigobius nigroocellatus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
2616,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Istigobius,goldmanni,Istigobius goldmanni,OM,NA,Herbivore-detritivore,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,H,NA,NA,NA,NA,O
2617,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Istigobius,decoratus,Istigobius decoratus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
2618,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Istigobius,hoesei,Istigobius hoesei,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,H
2619,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Istigobius,campbelli,Istigobius campbelli,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
2620,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Istigobius,spence,Istigobius spence,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,H
2621,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,albifasciatus,Stegastes albifasciatus,HD,NA,NA,NA,NA,NA,Grazer,NA,NA,NA,#REF!,H,NA,NA,NA,NA,H,NA,H
2622,Actinopterygii (ray-finned fishes),Perciformes,Enoplosidae,Enoplosus,armatus,Enoplosus armatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
2623,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,altus,Stegastes altus,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
2624,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,apicalis,Stegastes apicalis,HD,NA,NA,TurfDetrit,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,H,NA,NA,NA,H
2625,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,aureus,Stegastes aureus,HD,NA,NA,NA,NA,NA,Grazer,NA,NA,NA,#REF!,H,NA,NA,NA,NA,H,NA,H
2626,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,emeryi,Stegastes emeryi,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
2627,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,fasciolatus,Stegastes fasciolatus,HD,NA,NA,TurfDetrit,EAM territorial,NA,Grazer,NA,NA,NA,#REF!,H,NA,NA,H,NA,H,NA,H
2628,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,gascoynei,Stegastes gascoynei,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
2629,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,insularis,Stegastes insularis,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
2630,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,limbatus,Stegastes limbatus,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA
2631,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,lividus,Stegastes lividus,HD,NA,NA,TurfDetrit,EAM territorial,NA,Grazer,NA,NA,NA,#REF!,H,NA,NA,H,NA,H,NA,H
2632,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,nigricans,Stegastes nigricans,HD,Herbivore Grazer,Herbivore-detritivore,TurfDetrit,EAM territorial,NA,Grazer,NA,NA,NA,#REF!,H,H,H,H,NA,H,NA,H
2633,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,obreptus,Stegastes obreptus,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
2634,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,pelicieri,Stegastes pelicieri,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA
2635,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Calotomus,carolinus,Calotomus carolinus,HD,Herbivore Browser,Herbivore-detritivore,NA,NA,NA,Scraper,NA,NA,NA,#REF!,H,H,H,NA,NA,H,NA,H
2636,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Calotomus,japonicus,Calotomus japonicus,HD,NA,Herbivore-detritivore,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,H,NA,NA,NA,NA,H
2637,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Calotomus,spinidens,Calotomus spinidens,HD,NA,Herbivore-detritivore,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,H,NA,NA,NA,NA,H
2638,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Calotomus,viridescens,Calotomus viridescens,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
2639,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Calotomus,zonarchus,Calotomus zonarchus,HD,NA,NA,NA,NA,NA,Scraper,NA,NA,NA,NA,H,NA,NA,NA,NA,H,NA,NA
2640,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Pagellus,bellottii,Pagellus bellottii,FC,NA,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,O,NA,NA,NA,NA,NA
2641,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Leptoscarus,vaigiensis,Leptoscarus vaigiensis,HD,Herbivore Browser,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,H,NA,NA,NA,NA,NA,H
2642,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Pseudamia,amblyuroptera,Pseudamia amblyuroptera,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2643,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Pseudamia,gelatinosa,Pseudamia gelatinosa,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,PK
2644,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Pseudamia,hayashii,Pseudamia hayashii,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2645,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Pseudamia,tarri,Pseudamia TARRI,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2646,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Pseudamia,zonata,Pseudamia zonata,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2647,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pervagor,alternans,Pervagor alternans,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
2648,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pervagor,aspricaudus,Pervagor aspricaudus,OM,NA,NA,NA,NA,NA,Benthic omnivore,NA,NA,NA,#REF!,O,NA,NA,NA,NA,O,NA,O
2649,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pervagor,janthinosoma,Pervagor janthinosoma,OM,NA,NA,NA,NA,OMNI,Benthic omnivore,NA,NA,NA,#REF!,O,NA,NA,NA,O,O,NA,O
2650,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pervagor,marginalis,Pervagor marginalis,OM,NA,NA,NA,NA,NA,Benthic omnivore,NA,NA,NA,#REF!,O,NA,NA,NA,NA,O,NA,O
2651,Actinopterygii (ray-finned fishes),Perciformes,Sparidae,Pagellus,natalensis,Pagellus natalensis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
2652,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pervagor,melanocephalus,Pervagor melanocephalus,OM,NA,NA,NA,Invertivore,NA,Benthic omnivore,NA,NA,NA,#REF!,O,NA,NA,NA,NA,O,NA,O
2653,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pervagor,nigrolineatus,Pervagor nigrolineatus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,I
2654,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pervagor,randalli,Pervagor randalli,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
2655,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pervagor,spilosoma,Pervagor spilosoma,OM,NA,NA,NA,NA,NA,Benthic omnivore,NA,NA,NA,NA,O,NA,NA,NA,NA,O,NA,NA
2656,Actinopterygii (ray-finned fishes),Perciformes,Ptereleotridae,Ptereleotris,arabica,Ptereleotris arabica,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
2657,Actinopterygii (ray-finned fishes),Perciformes,Ptereleotridae,Ptereleotris,evides,Ptereleotris evides,PK,NA,NA,NA,NA,NA,Diurnal planktivore,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,PK,NA,PK
