ID,Class,Order,Family,Genus,Species,Genus_and_species_,Genus_and_species,Gaspar,Mouillot,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,Siquiera,Andradi-Brown,Wyatt,Honorio,Clark,Harvey,Ilarri,Mendes,Parrish,Pastro,Rodríguez-Zaragoza,Alvarez-Filip,Bertoncini,Chaves,Johnson,Kattan,Leal,Paula,Pereira,Ramos,Rosa,Williams,Unsworth
3029,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,tutuilae,Enneapterygius_tutuilae,Enneapterygius tutuilae,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3030,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Amblyeleotris,latifasciata,Amblyeleotris_latifasciata,Amblyeleotris latifasciata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3031,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,ziegleri,Enneapterygius_ziegleri,Enneapterygius ziegleri,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3032,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,narcosis,Centropyge_narcosis,Centropyge narcosis,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3033,Actinopterygii (ray-finned fishes),Siluriformes,Plotosidae,Plotosus,lineatus,Plotosus_lineatus,Plotosus lineatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invertivore/Piscivore
3034,Actinopterygii (ray-finned fishes),Perciformes,Scaridae,Chlorurus,rhakoura,Chlorurus_rhakoura,Chlorurus rhakoura,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Excavator,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3035,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Pomadasys,jubelini,Pomadasys_jubelini,Pomadasys jubelini,IM,,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3036,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Springerichthys,bapturus,Springerichthys_bapturus,Springerichthys bapturus,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3037,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Springerichthys,kulbickii,Springerichthys_kulbickii,Springerichthys kulbickii,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3038,Actinopterygii (ray-finned fishes),Perciformes,Sillaginidae,Sillago,ciliata,Sillago_ciliata,Sillago ciliata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3039,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Helcogramma,novaecaledoniae,Helcogramma_novaecaledoniae,Helcogramma novaecaledoniae,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3040,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Lepidoblennius,haplodactylus,Lepidoblennius_haplodactylus,Lepidoblennius haplodactylus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3041,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Norfolkia,leeuwin,Norfolkia_leeuwin,Norfolkia leeuwin,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3042,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Norfolkia,thomasi,Norfolkia_thomasi,Norfolkia thomasi,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3043,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Trinorfolkia,incisa,Trinorfolkia_incisa,Trinorfolkia incisa,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3044,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Ucla,xenogrammus,Ucla_xenogrammus,Ucla xenogrammus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3045,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Sanopus,astrifer,Sanopus_astrifer,Sanopus astrifer,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3046,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Acanthemblemaria,greenfieldi,Acanthemblemaria_greenfieldi,Acanthemblemaria greenfieldi,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3047,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Emblemaria,caldwelli,Emblemaria_caldwelli,Emblemaria caldwelli,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3048,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Emblemariopsis,leptocirris,Emblemariopsis_leptocirris,Emblemariopsis leptocirris,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3049,Actinopterygii (ray-finned fishes),Perciformes,Labrisomidae,Labrisomus,albigenys,Labrisomus_albigenys,Labrisomus albigenys,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3050,Actinopterygii (ray-finned fishes),Perciformes,Labrisomidae,Starksia,occidentalis,Starksia_occidentalis,Starksia occidentalis,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3051,Actinopterygii (ray-finned fishes),Perciformes,Labrisomidae,Starksia,elongata,Starksia_elongata,Starksia elongata,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3052,Actinopterygii (ray-finned fishes),Perciformes,Labrisomidae,Starksia,guttata,Starksia_guttata,Starksia guttata,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3053,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Elacatinus,atronasus,Elacatinus_atronasus,Elacatinus atronasus,PK,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3054,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Elacatinus,zebrellus,Elacatinus_zebrellus,Elacatinus zebrellus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3055,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,polyzona,Acanthurus_polyzona,Acanthurus polyzona,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3056,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,nubilus,Acanthurus_nubilus,Acanthurus nubilus,PK,,NA,NA,NA,NA,NA,Diurnal planktivore,NA,NA,NA,Browsing herbivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3057,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,thompsoni,Acanthurus_thompsoni,Acanthurus thompsoni,PK,,NA,NA,Plankton,NA,NA,Diurnal planktivore,NA,NA,NA,Planktivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3058,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,guttatus,Acanthurus_guttatus,Acanthurus guttatus,HD,,NA,NA,NA,EAM rover,NA,Grazer,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3059,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,leucopareius,Acanthurus_leucopareius,Acanthurus leucopareius,HD,,NA,NA,NA,NA,NA,Grazer,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3060,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,nigroris,Acanthurus_nigroris,Acanthurus nigroris,HD,,NA,NA,TurfDetrit,NA,NA,Grazer,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3061,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Ecsenius,fijiensis,Ecsenius_fijiensis,Ecsenius fijiensis,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3062,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Ecsenius,isos,Ecsenius_isos,Ecsenius isos,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3063,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Ecsenius,lubbocki,Ecsenius_lubbocki,Ecsenius lubbocki,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3064,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Ecsenius,taeniatus,Ecsenius_taeniatus,Ecsenius taeniatus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3065,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,nigrofuscus,Acanthurus_nigrofuscus,Acanthurus nigrofuscus,HD,,Herbivore Grazer,Herbivore-detritivore,TurfDetrit,NA,NA,Grazer,NA,NA,NA,Browsing herbivore,HD,NA,Herbivores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herbivore,Herbivore,NA,NA,NA,NA,NA,NA,NA
3066,Actinopterygii (ray-finned fishes),Ophidiiformes,Ophidiidae,Petrotyx,hopkinsi,Petrotyx_hopkinsi,Petrotyx hopkinsi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3067,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Protemblemaria,bicirrus,Protemblemaria_bicirrus,Protemblemaria bicirrus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planktivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3068,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Stathmonotus,culebrai,Stathmonotus_culebrai,Stathmonotus culebrai,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3069,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Chriolepis,lepidota,Chriolepis_lepidota,Chriolepis lepidota,IM,,NA,NA,Plankton,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3070,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,sohal,Acanthurus_sohal,Acanthurus sohal,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3071,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,leucocheilus,Acanthurus_leucocheilus,Acanthurus leucocheilus,HD,,NA,NA,NA,NA,NA,Grazer,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3072,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,pyroferus,Acanthurus_pyroferus,Acanthurus pyroferus,HD,,NA,Herbivore-detritivore,TurfDetrit,EAM rover,NA,Grazer,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3073,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,olivaceus,Acanthurus_olivaceus,Acanthurus olivaceus,HD,,NA,Herbivore-detritivore,TurfDetrit,EAM rover,NA,Grazer,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3074,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,fowleri,Acanthurus_fowleri,Acanthurus fowleri,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3075,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,maculiceps,Acanthurus_maculiceps,Acanthurus maculiceps,HD,,NA,NA,NA,NA,NA,Grazer,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3076,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,nigricauda,Acanthurus_nigricauda,Acanthurus nigricauda,HD,,NA,Herbivore-detritivore,TurfDetrit,EAM rover,NA,Grazer,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3077,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,auranticavus,Acanthurus_auranticavus,Acanthurus auranticavus,HD,,NA,Herbivore-detritivore,TurfDetrit,NA,NA,NA,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3078,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,grammoptilus,Acanthurus_grammoptilus,Acanthurus grammoptilus,HD,,NA,NA,TurfDetrit,NA,NA,NA,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,Herbivore/Detritivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3079,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,blochii,Acanthurus_blochii,Acanthurus blochii,HD,,NA,Herbivore-detritivore,TurfDetrit,EAM rover,NA,Grazer,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3080,Actinopterygii (ray-finned fishes),Lophiiformes,Antennariidae,nudiantennarius,subteres,nudiantennarius_subteres,nudiantennarius subteres,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3081,Actinopterygii (ray-finned fishes),Lophiiformes,Antennariidae,Lophiocharon,lithinostomus,Lophiocharon_lithinostomus,Lophiocharon lithinostomus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3082,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Lagocephalus,sceleratus,Lagocephalus_sceleratus,Lagocephalus sceleratus,IM,,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083,Actinopterygii (ray-finned fishes),Lophiiformes,Ogcocephalidae,Ogcocephalus,vespertilio,Ogcocephalus_vespertilio,Ogcocephalus vespertilio,IM,,NA,NA,NA,NA,MINV,NA,NA,In,NA,Benthic invertivore,NA,NA,NA,Generalist Carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invertivore,NA,NA,NA,NA
3084,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Hypoplectrus,gemma,Hypoplectrus_gemma,Hypoplectrus gemma,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3085,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Hypoplectrus,aberrans,Hypoplectrus_aberrans,Hypoplectrus aberrans,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086,Actinopterygii (ray-finned fishes),Perciformes,Pholidichthyidae,Pholidichthys,anguis,Pholidichthys_anguis,Pholidichthys anguis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3087,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Uropterygius,genie,Uropterygius_genie,Uropterygius genie,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3088,Actinopterygii (ray-finned fishes),Perciformes,Ambassidae,Ambassis,gymnocephalus,Ambassis_gymnocephalus,Ambassis gymnocephalus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3089,Actinopterygii (ray-finned fishes),Mugiliformes,Mugilidae,Liza,macrolepis,Liza_macrolepis,Liza macrolepis,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3090,Actinopterygii (ray-finned fishes),Mugiliformes,Mugilidae,Valamugil,buchanani,Valamugil_buchanani,Valamugil buchanani,HD,,NA,Herbivore-detritivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3091,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Emblemariopsis,signifera,Emblemariopsis_signifera,Emblemariopsis signifera,IM,,NA,NA,NA,NA,MINV,NA,NA,In,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA
3092,Actinopterygii (ray-finned fishes),Mugiliformes,Mugilidae,Liza,subviridis,Liza_subviridis,Liza subviridis,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3093,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Upeneus,vittatus,Upeneus_vittatus,Upeneus vittatus,IM,,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3094,Actinopterygii (ray-finned fishes),Perciformes,Sciaenidae,Otolithes,ruber,Otolithes_ruber,Otolithes ruber,IM,,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3095,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Epinephelus,sexfasciatus,Epinephelus_sexfasciatus,Epinephelus sexfasciatus,FC,,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3096,Actinopterygii (ray-finned fishes),Perciformes,Labrisomidae,Starksia,brasiliensis,Starksia_brasiliensis,Starksia brasiliensis,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA
3097,Actinopterygii (ray-finned fishes),Perciformes,Labrisomidae,Starksia,culebrae,Starksia_culebrae,Starksia culebrae,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3098,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Plectropomus,leopardus,Plectropomus_leopardus,Plectropomus leopardus,FC,,NA,Fish-cephalopod feeder,NA,Piscivore,NA,NA,NA,NA,NA,Higher carnivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3099,Actinopterygii (ray-finned fishes),Perciformes,Sphyraenidae,Sphyraena,jello,Sphyraena_jello,Sphyraena jello,FC,,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,Higher carnivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,Actinopterygii (ray-finned fishes),Perciformes,Terapontidae,Terapon,theraps,Terapon_theraps,Terapon theraps,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3101,Actinopterygii (ray-finned fishes),Ophidiiformes,Carapidae,Encheliophis,homei,Encheliophis_homei,Encheliophis homei,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3102,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,nigrofasciatus,Apogon_nigrofasciatus,Apogon nigrofasciatus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3103,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Lupinoblennius,vinctus,Lupinoblennius_vinctus,Lupinoblennius vinctus,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3104,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,aureus,Apogon_aureus,Apogon aureus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnivores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
