ID,Class,Order,Family,Genus,Species,Genus_and_species_,Genus_and_species,Gaspar,Mouillot,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,Siquiera,Andradi-Brown,Wyatt,Honorio,Clark,Harvey,Ilarri,Mendes,Parrish,Pastro,Rodríguez-Zaragoza,Alvarez-Filip,Bertoncini,Chaves,Johnson,Kattan,Leal,Paula,Pereira,Ramos,Rosa,Williams,Unsworth
2952,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Ekemblemaria,myersi,Ekemblemaria_myersi,Ekemblemaria myersi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2953,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Emblemaria,hypacanthus,Emblemaria_hypacanthus,Emblemaria hypacanthus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2954,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Emblemaria,nivipes,Emblemaria_nivipes,Emblemaria nivipes,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2955,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Emblemaria,piratica,Emblemaria_piratica,Emblemaria piratica,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2956,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Emblemaria,walkeri,Emblemaria_walkeri,Emblemaria walkeri,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2957,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Mccoskerichthys,sandae,Mccoskerichthys_sandae,Mccoskerichthys sandae,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2958,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Cirriemblemaria,lucasana,Cirriemblemaria_lucasana,Cirriemblemaria lucasana,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2959,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,niger,Enneapterygius_niger,Enneapterygius niger,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2960,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Stathmonotus,sinuscalifornici,Stathmonotus_sinuscalifornici,Stathmonotus sinuscalifornici,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2961,Actinopterygii (ray-finned fishes),Perciformes,Chaenopsidae,Tanyemblemaria,alleni,Tanyemblemaria_alleni,Tanyemblemaria alleni,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2962,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Entomacrodus,chiostictus,Entomacrodus_chiostictus,Entomacrodus chiostictus,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2963,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Hypsoblennius,caulopus,Hypsoblennius_caulopus,Hypsoblennius caulopus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2964,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Dotalabrus,aurantiacus,Dotalabrus_aurantiacus,Dotalabrus aurantiacus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2965,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Hypsoblennius,striatus,Hypsoblennius_striatus,Hypsoblennius striatus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2966,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,atrogulare,Enneapterygius_atrogulare,Enneapterygius atrogulare,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2967,Actinopterygii (ray-finned fishes),Perciformes,Ammodytidae,Ammodytoides,gilli,Ammodytoides_gilli,Ammodytoides gilli,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2968,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Aruma,histrio,Aruma_histrio,Aruma histrio,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2969,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Parahypsos,piersoni,Parahypsos_piersoni,Parahypsos piersoni,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2970,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Hypsoblennius,paytensis,Hypsoblennius_paytensis,Hypsoblennius paytensis,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2971,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Barbulifer,mexicanus,Barbulifer_mexicanus,Barbulifer mexicanus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2972,Actinopterygii (ray-finned fishes),Perciformes,Microdesmidae,Cerdale,ionthas,Cerdale_ionthas,Cerdale ionthas,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2973,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Dotalabrus,alleni,Dotalabrus_alleni,Dotalabrus alleni,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2974,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Barbulifer,pantherinus,Barbulifer_pantherinus,Barbulifer pantherinus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2975,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Notolabrus,parilus,Notolabrus_parilus,Notolabrus parilus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2976,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Chriolepis,minutillus,Chriolepis_minutillus,Chriolepis minutillus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2977,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Chriolepis,zebra,Chriolepis_zebra,Chriolepis zebra,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2978,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Chriolepis,cuneata,Chriolepis_cuneata,Chriolepis cuneata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2979,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Chriolepis,dialepta,Chriolepis_dialepta,Chriolepis dialepta,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2980,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Chriolepis,tagus,Chriolepis_tagus,Chriolepis tagus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2981,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Notolabrus,gymnogenis,Notolabrus_gymnogenis,Notolabrus gymnogenis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2982,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Pycnomma,semisquamatum,Pycnomma_semisquamatum,Pycnomma semisquamatum,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2983,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lythrypnus,rhizophora,Lythrypnus_rhizophora,Lythrypnus rhizophora,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2984,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Notolabrus,celidotus,Notolabrus_celidotus,Notolabrus celidotus,IM,,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2985,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lythrypnus,alphigena,Lythrypnus_alphigena,Lythrypnus alphigena,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2986,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lythrypnus,pulchellus,Lythrypnus_pulchellus,Lythrypnus pulchellus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2987,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lythrypnus,insularis,Lythrypnus_insularis,Lythrypnus insularis,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2988,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Lythrypnus,solanensis,Lythrypnus_solanensis,Lythrypnus solanensis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2989,Actinopterygii (ray-finned fishes),Cypriniformes,Cyprinidae,Gobiosoma,chiquita,Gobiosoma_chiquita,Gobiosoma chiquita,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2990,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Eleotrica,cableae,Eleotrica_cableae,Eleotrica cableae,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2991,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Elacatinus,janssi,Elacatinus_janssi,Elacatinus janssi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2992,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Elacatinus,inornatus,Elacatinus_inornatus,Elacatinus inornatus,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2993,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Gobulus,hancocki,Gobulus_hancocki,Gobulus hancocki,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2994,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Gobulus,crescentalis,Gobulus_crescentalis,Gobulus crescentalis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2995,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Gymneleotris,seminuda,Gymneleotris_seminuda,Gymneleotris seminuda,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2996,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Elacatinus,puncticulatus,Elacatinus_puncticulatus,Elacatinus puncticulatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleaner,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2997,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Elacatinus,digueti,Elacatinus_digueti,Elacatinus digueti,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2998,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Ceratobregma,acanthops,Ceratobregma_acanthops,Ceratobregma acanthops,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2999,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Ceratobregma,helenae,Ceratobregma_helenae,Ceratobregma helenae,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3000,Actinopterygii (ray-finned fishes),Cypriniformes,Cyprinidae,Gobiosoma,nudum,Gobiosoma_nudum,Gobiosoma nudum,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3001,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Tomicodon,humeralis,Tomicodon_humeralis,Tomicodon humeralis,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3002,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pseudolabrus,gayi,Pseudolabrus_gayi,Pseudolabrus gayi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3003,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,bichrous,Enneapterygius_bichrous,Enneapterygius bichrous,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3004,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Tomicodon,eos,Tomicodon_eos,Tomicodon eos,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3005,Actinopterygii (ray-finned fishes),Gobiesociformes,Gobiesocidae,Tomicodon,boehlkei,Tomicodon_boehlkei,Tomicodon boehlkei,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3006,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,gracilis,Enneapterygius_gracilis,Enneapterygius gracilis,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3007,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pseudolabrus,biserialis,Pseudolabrus_biserialis,Pseudolabrus biserialis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3008,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pseudolabrus,fuentesi,Pseudolabrus_fuentesi,Pseudolabrus fuentesi,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3009,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pseudolabrus,semifasciatus,Pseudolabrus_semifasciatus,Pseudolabrus semifasciatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3010,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,kermadecensis,Enneapterygius_kermadecensis,Enneapterygius kermadecensis,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3011,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pseudolabrus,torotai,Pseudolabrus_torotai,Pseudolabrus torotai,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3012,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,larsonae,Enneapterygius_larsonae,Enneapterygius larsonae,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3013,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,mirabilis,Enneapterygius_mirabilis,Enneapterygius mirabilis,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3014,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Pictilabrus,laticlavius,Pictilabrus_laticlavius,Pictilabrus laticlavius,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3015,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,paucifasciatus,Enneapterygius_paucifasciatus,Enneapterygius paucifasciatus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3016,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,cardinalis,Scorpaena_cardinalis,Scorpaena cardinalis,FC,,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3017,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,pyramis,Enneapterygius_pyramis,Enneapterygius pyramis,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3018,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,rhabdotus,Enneapterygius_rhabdotus,Enneapterygius rhabdotus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3019,Actinopterygii (ray-finned fishes),Beryciformes,Holocentridae,Sargocentron,diadema,Sargocentron_diadema,Sargocentron diadema,IM,,NA,Mobile invertebrate feeder,NA,NA,NA,Invertivore,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3020,Actinopterygii (ray-finned fishes),Perciformes,Clinidae,Cristiceps,aurantiacus,Cristiceps_aurantiacus,Cristiceps aurantiacus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3021,Actinopterygii (ray-finned fishes),Beloniformes,Belonidae,Belone,belone,Belone_belone,Belone belone,FC,,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,Higher carnivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3022,Actinopterygii (ray-finned fishes),Perciformes,Chironemidae,Chironemus,marmoratus,Chironemus_marmoratus,Chironemus marmoratus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3023,Actinopterygii (ray-finned fishes),Perciformes,Cheilodactylidae,Goniistius,fuscus,Goniistius_fuscus,Cheilodactylus fuscus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3024,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Austrolabrus,maculatus,Austrolabrus_maculatus,Austrolabrus maculatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3025,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Eupetrichthys,angustipes,Eupetrichthys_angustipes,Eupetrichthys angustipes,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3026,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Amblyeleotris,rhyax,Amblyeleotris_rhyax,Amblyeleotris rhyax,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3027,Actinopterygii (ray-finned fishes),Perciformes,Tripterygiidae,Enneapterygius,triserialis,Enneapterygius_triserialis,Enneapterygius triserialis,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3028,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Amblyeleotris,macronema,Amblyeleotris_macronema,Amblyeleotris macronema,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
